298.592654293998,267.0806948320069,-0.04301969135638354,281.0,644.0,533.0
294.83377758351037,280.1802546839452,-0.04787282046427445,319.0,599.0,533.0
290.39124394744056,291.41407891591416,-0.0541132993350675,341.0,553.0,533.0
288.3601055376459,300.6815198823824,-0.06103169338089618,367.0,513.0,533.0
291.0511727316587,302.45625692123303,-0.06242849787002671,388.0,506.0,533.0
304.8127519144961,298.30275567295257,-0.05932509761581488,451.0,522.0,533.0
315.9703653145267,287.99479262658514,-0.05276747949202362,491.0,562.0,533.0
324.1561507777377,273.1979370343718,-0.04515593798928851,505.0,623.0000000000001,533.0
324.0448155420284,267.53153904948005,-0.04244596889814466,485.0,650.0,533.0
315.7667058239267,268.16682709852466,-0.04197942912253511,422.0,654.9999999999999,533.0
307.0832612606091,268.789281910273,-0.04235183310770575,356.0,651.0,533.0
304.4031872381548,267.97965046950975,-0.04235183310770575,331.0,651.0,533.0
